"","loggerID","dateTime","DO_mgL","T_degC","P_mb","DO.sat","PAR","modelTime"
"210","739125",2021-08-26 06:18:00,7.483,16.033,849,8.23521122599215,0,6.3
"211","467606",2021-08-26 06:20:00,7.311,16.03,849,8.23574097848633,0,6.33333333333333
"212","688268",2021-08-26 06:20:00,7.441,16.019,849,8.2376839151804,0,6.33333333333333
"213","736634",2021-08-26 06:21:00,7.503,15.97,849,8.2463485792809,0,6.35
"214","415148",2021-08-26 06:22:00,7.181,16.069,849,8.22885884952189,0,6.36666666666667
"215","488982",2021-08-26 06:24:00,7.404,16.231,849,8.20037908515397,0,6.4
"216","511686",2021-08-26 06:24:00,7.591,16.057,849,8.23097535425362,0,6.4
"217","701237",2021-08-26 06:24:00,7.661,15.949,849,8.25006689602302,0,6.4
"218","432269",2021-08-26 06:25:00,7.622,16.022,849,8.23715394372098,0,6.41666666666667
"219","497232",2021-08-26 06:26:00,7.554,16.081,849,8.22674329805727,0,6.43333333333333
"220","567371",2021-08-26 06:26:00,7.479,16.077,849,8.2274483759984,0,6.43333333333333
"221","728987",2021-08-26 06:26:00,7.477,16.008,849,8.23962765505086,0,6.43333333333333
"222","493593",2021-08-26 06:27:00,7.353,16.059,849,8.23062253723966,0,6.45
"223","648356",2021-08-26 06:27:00,7.607,16.211,849,8.20388575648141,0,6.45
"224","702726",2021-08-26 06:27:00,7.411,16.082,849,8.22656704511193,0,6.45
"225","739125",2021-08-26 06:28:00,7.474,16.033,849,8.23521122599215,0,6.46666666666667
"226","467606",2021-08-26 06:30:00,7.305,16.047,849,8.23273983683296,0,6.5
"227","688268",2021-08-26 06:30:00,7.436,16.011,849,8.23909746449597,0,6.5
"228","736634",2021-08-26 06:31:00,7.5,15.97,849,8.2463485792809,0,6.51666666666667
"229","415148",2021-08-26 06:32:00,7.169,16.078,849,8.22727209658844,0,6.53333333333333
"230","488982",2021-08-26 06:34:00,7.407,16.231,849,8.20037908515397,0,6.56666666666667
"231","511686",2021-08-26 06:34:00,7.594,16.066,849,8.22938788631189,0,6.56666666666667
"232","701237",2021-08-26 06:34:00,7.661,15.975,849,8.24546369849811,0,6.56666666666667
"233","432269",2021-08-26 06:35:00,7.628,16.022,849,8.23715394372098,0,6.58333333333333
"234","497232",2021-08-26 06:36:00,7.561,16.055,849,8.2313281977644,0,6.6
"235","567371",2021-08-26 06:36:00,7.49,16.034,849,8.23503465509351,0,6.6
"236","728987",2021-08-26 06:36:00,7.473,16.025,849,8.23662403199226,0,6.6
"237","493593",2021-08-26 06:37:00,7.356,16.059,849,8.23062253723966,0,6.61666666666667
"238","648356",2021-08-26 06:37:00,7.606,16.236,849,8.19950282757192,0,6.61666666666667
"239","702726",2021-08-26 06:37:00,7.418,16.065,849,8.22956424515005,0,6.61666666666667
"240","739125",2021-08-26 06:38:00,7.477,16.033,849,8.23521122599215,0,6.63333333333333
"241","467606",2021-08-26 06:40:00,7.31,16.038,849,8.23432843781977,0,6.66666666666667
"242","688268",2021-08-26 06:40:00,7.444,16.019,849,8.2376839151804,0,6.66666666666667
"243","736634",2021-08-26 06:41:00,7.498,15.995,849,8.24192583832372,0,6.68333333333333
"244","415148",2021-08-26 06:42:00,7.178,16.069,849,8.22885884952189,0,6.7
"245","488982",2021-08-26 06:44:00,7.403,16.214,849,8.20335958833406,0,6.73333333333333
"246","511686",2021-08-26 06:44:00,7.593,16.083,849,8.22639079878186,0,6.73333333333333
"247","701237",2021-08-26 06:44:00,7.662,15.966,849,8.2470566037026,0,6.73333333333333
"248","432269",2021-08-26 06:45:00,7.633,16.013,849,8.23874403733011,0,6.75
"249","497232",2021-08-26 06:46:00,7.558,16.064,849,8.22974061060954,0,6.76666666666667
"250","567371",2021-08-26 06:46:00,7.481,16.051,849,8.23203396428787,0,6.76666666666667
"251","728987",2021-08-26 06:46:00,7.477,16.008,849,8.23962765505086,0,6.76666666666667
"252","493593",2021-08-26 06:47:00,7.355,16.05,849,8.23221042248371,0,6.78333333333333
"253","648356",2021-08-26 06:47:00,7.597,16.219,849,8.20248277278213,0,6.78333333333333
"254","702726",2021-08-26 06:47:00,7.41,16.082,849,8.22656704511193,0,6.78333333333333
"255","739125",2021-08-26 06:48:00,7.486,16.025,849,8.23662403199226,0,6.8
"256","467606",2021-08-26 06:50:00,7.31,16.03,849,8.23574097848633,0,6.83333333333333
"257","688268",2021-08-26 06:50:00,7.442,16.036,849,8.23468153319319,0,6.83333333333333
"258","736634",2021-08-26 06:51:00,7.499,15.995,849,8.24192583832372,0,6.85
"259","415148",2021-08-26 06:52:00,7.201,16.061,849,8.23026974671965,0,6.86666666666667
"260","488982",2021-08-26 06:54:00,7.394,16.223,849,8.20178143853934,0,6.9
"261","511686",2021-08-26 06:54:00,7.602,16.083,849,8.22639079878186,0,6.9
"262","701237",2021-08-26 06:54:00,7.675,15.941,849,8.25148417036396,0,6.9
"263","432269",2021-08-26 06:55:00,7.644,16.022,849,8.23715394372098,0,6.91666666666667
"264","497232",2021-08-26 06:56:00,7.607,16.047,849,8.23273983683296,0,6.93333333333333
"265","567371",2021-08-26 06:56:00,7.514,16.06,849,8.23044613866809,0,6.93333333333333
"266","728987",2021-08-26 06:56:00,7.513,16.033,849,8.23521122599215,0,6.93333333333333
"267","493593",2021-08-26 06:57:00,7.352,16.076,849,8.22762466202541,0,6.95
"268","648356",2021-08-26 06:57:00,7.629,16.219,849,8.20248277278213,0,6.95
"269","702726",2021-08-26 06:57:00,7.418,16.09,849,8.22515725966861,0,6.95
"270","739125",2021-08-26 06:58:00,7.553,16.042,849,8.23362232664217,0,6.96666666666667
"271","467606",2021-08-26 07:00:00,7.316,16.038,849,8.23432843781977,1,7
"272","688268",2021-08-26 07:00:00,7.499,16.028,849,8.23609417998455,1,7
"273","736634",2021-08-26 07:01:00,7.526,15.987,849,8.24334066320355,1,7.01666666666667
"274","415148",2021-08-26 07:02:00,7.266,16.078,849,8.22727209658844,1,7.03333333333333
"275","488982",2021-08-26 07:04:00,7.472,16.223,849,8.20178143853934,1,7.06666666666667
"276","511686",2021-08-26 07:04:00,7.663,16.083,849,8.22639079878186,1,7.06666666666667
"277","701237",2021-08-26 07:04:00,7.733,15.975,849,8.24546369849811,1,7.06666666666667
"278","432269",2021-08-26 07:05:00,7.713,16.03,849,8.23574097848633,1,7.08333333333333
"279","497232",2021-08-26 07:06:00,7.66,16.072,849,8.22832987231109,1,7.1
"280","567371",2021-08-26 07:06:00,7.599,16.051,849,8.23203396428787,1,7.1
"281","728987",2021-08-26 07:06:00,7.58,16.033,849,8.23521122599215,1,7.1
"282","493593",2021-08-26 07:07:00,7.429,16.067,849,8.22921153409472,1,7.11666666666667
"283","648356",2021-08-26 07:07:00,7.697,16.211,849,8.20388575648141,1,7.11666666666667
"284","702726",2021-08-26 07:07:00,7.477,16.09,849,8.22515725966861,1,7.11666666666667
"285","739125",2021-08-26 07:08:00,7.627,16.067,849,8.22921153409472,1,7.13333333333333
"286","467606",2021-08-26 07:10:00,7.38,16.055,849,8.2313281977644,1,7.16666666666667
"287","688268",2021-08-26 07:10:00,7.581,16.062,849,8.23009336139398,1,7.16666666666667
"288","736634",2021-08-26 07:11:00,7.593,16.012,849,8.23892074759288,1,7.18333333333333
"289","415148",2021-08-26 07:12:00,7.343,16.078,849,8.22727209658844,1,7.2
"290","488982",2021-08-26 07:14:00,7.538,16.249,849,8.19722532532091,1,7.23333333333333
"291","511686",2021-08-26 07:14:00,7.733,16.1,849,8.22339562295925,1,7.23333333333333
"292","701237",2021-08-26 07:14:00,7.795,15.975,849,8.24546369849811,1,7.23333333333333
"293","432269",2021-08-26 07:15:00,7.766,16.03,849,8.23574097848633,1,7.25
"294","497232",2021-08-26 07:16:00,7.709,16.098,849,8.22374789741905,1,7.26666666666667
"295","567371",2021-08-26 07:16:00,7.643,16.077,849,8.2274483759984,1,7.26666666666667
"296","728987",2021-08-26 07:16:00,7.637,16.042,849,8.23362232664217,1,7.26666666666667
"297","493593",2021-08-26 07:17:00,7.505,16.085,849,8.22603832596605,1,7.28333333333333
"298","648356",2021-08-26 07:17:00,7.751,16.236,849,8.19950282757192,1,7.28333333333333
"299","702726",2021-08-26 07:17:00,7.549,16.107,849,8.2221628705094,1,7.28333333333333
"300","739125",2021-08-26 07:18:00,7.689,16.059,849,8.23062253723966,1,7.3
"301","467606",2021-08-26 07:20:00,7.436,16.073,849,8.22815355981231,1,7.33333333333333
